,team,week,day,date,home/away,opponent,score_team,score_opp,pass_cmp_off,pass_att_off,pass_yds_off,pass_tds_off,ints_off,sacks_off,sacks_yds_off,pass_yds_per_att,pass_net_yds_per_att,pass_cmp_prcnt,pass_qb_rate,rush_att_off,rush_yds_off,rush_yds_per_att,rush_tds_off,fg_made,fg_att,3d_made,3d_att,4d_made,4d_att,time_poss,wk,record,1st_down_off,turnover_off,1st_down_def,tot_yds_def,pass_yds_def,rush_yds_def,turnover_def,exp_off,exp_def,exp_st,spread,def_rush_att,def_rush_tds,off_rush_att,off_rush_tds,def_pass_cmp,def_pass_att,def_pass_tds,def_pass_ints,off_pass_cmp,off_pass_att,off_pass_tds,off_pass_ints,def_sacks,def_sack_yds,tm_penalty,tm_penalty_yds,opp_penalty,opp_penalty_yds
331,giants,12,Thu,November 24,away,cowboys,20,28,21,35,210,1,0,3,18,6.5,5.5,60.0,86.6,21,90,4.3,1,2,2,3,11,0,2,25:51,12,7-4,21,,26,430,261,169,2.0,0.13,-16.03,6.25,-10.0,39,2,21,1,21,30,2,2,21,35,1,0,0,0,7,66,13,86
332,vikings,12,Thu,November 24,home,patriots,33,26,31,38,301,3,1,1,9,8.2,7.7,81.6,115.0,27,57,2.1,0,2,2,8,15,0,0,36:17,12,9-2,23,1.0,17,409,364,45,,9.14,-11.53,7.59,2.5,13,0,27,0,28,39,2,0,31,38,3,1,3,18,3,20,6,55
333,patriots,12,Thu,November 24,away,vikings,26,33,28,39,364,2,0,3,18,9.8,8.7,71.8,117.9,13,45,3.5,0,4,4,3,10,0,1,23:43,12,6-5,17,,23,358,301,57,1.0,11.53,-9.14,-7.59,-2.5,27,0,13,0,31,38,3,1,28,39,2,0,1,9,6,55,3,20
334,titans,12,Sun,November 27,home,bengals,16,20,22,34,281,0,0,1,10,8.6,8.0,64.7,90.4,21,63,3.0,0,3,4,7,16,0,0,28:14,12,7-4,15,,21,374,266,108,,4.57,-5.39,-5.94,1.5,28,1,21,0,22,37,1,0,22,34,0,0,1,4,8,57,9,80
335,bengals,12,Sun,November 27,away,titans,20,16,22,37,266,1,0,1,4,7.3,7.0,59.5,90.6,28,108,3.9,1,2,2,5,14,0,0,31:46,12,7-4,21,,15,344,281,63,,5.39,-4.57,5.94,-1.5,21,0,28,1,22,34,0,0,22,37,1,0,1,10,9,80,8,57
336,browns,12,Sun,November 27,home,buccaneers,23,17,23,37,178,1,1,4,32,5.7,4.3,62.2,71.7,34,189,5.6,2,1,2,5,17,2,4,39:04,12,4-7,22,1.0,16,325,229,96,,2.41,1.81,1.78,3.0,20,0,34,2,29,43,2,0,23,37,1,1,3,17,5,42,9,70
337,buccaneers,12,Sun,November 27,away,browns,17,23,29,43,229,2,0,3,17,5.7,5.0,67.4,96.0,20,96,4.8,0,1,1,4,15,1,1,30:37,12,5-6,16,,22,367,178,189,1.0,-1.81,-2.41,-1.78,-3.0,34,2,20,0,23,37,1,1,29,43,2,0,4,32,9,70,5,42
338,dolphins,12,Sun,November 27,home,texans,30,15,23,41,273,1,0,5,32,7.4,5.9,56.1,84.7,26,66,2.5,1,3,3,4,15,1,1,32:27,12,8-3,25,1.0,14,210,174,36,3.0,-1.9,22.74,-3.97,14.0,14,1,26,1,26,39,1,2,23,41,1,0,5,41,4,35,5,45
339,texans,12,Sun,November 27,away,dolphins,15,30,26,39,174,1,2,5,41,5.5,4.0,66.7,63.4,14,36,2.6,1,1,1,2,13,1,1,27:33,12,1-9-1,14,3.0,25,339,273,66,1.0,-22.74,1.9,3.97,-14.0,26,1,14,1,23,41,1,0,26,39,1,2,5,32,5,45,4,35
340,jaguars,12,Sun,November 27,home,ravens,28,27,29,37,294,3,0,4,27,8.7,7.2,78.4,126.8,20,38,1.9,0,2,2,4,13,2,3,27:21,12,4-7,18,1.0,24,415,253,162,2.0,5.31,-8.53,1.38,3.5,35,1,20,0,16,32,1,0,29,37,3,0,1,1,4,19,3,20
341,ravens,12,Sun,November 27,away,jaguars,27,28,16,32,253,1,0,1,1,7.9,7.7,50.0,87.1,35,162,4.6,1,4,5,8,14,0,1,32:39,12,7-4,24,2.0,18,332,294,38,1.0,8.53,-5.31,-1.38,-3.5,20,0,35,1,29,37,3,0,16,32,1,0,4,27,3,20,4,19
342,commanders,12,Sun,November 27,home,falcons,19,13,14,23,138,2,1,0,0,6.0,6.0,60.9,88.7,37,176,4.8,0,2,2,5,12,1,1,33:09,12,7-5,20,1.0,18,332,165,167,1.0,3.96,-1.62,2.06,4.0,29,0,37,0,15,25,1,1,14,23,2,1,1,9,4,28,2,20
343,falcons,12,Sun,November 27,away,commanders,13,19,15,25,165,1,1,1,9,7.0,6.3,60.0,76.2,29,167,5.8,0,2,3,4,10,0,1,26:51,12,5-7,18,1.0,20,314,138,176,1.0,1.62,-3.96,-2.06,-4.0,37,0,29,0,14,23,2,1,15,25,1,1,0,0,2,20,4,28
344,panthers,12,Sun,November 27,home,broncos,23,10,11,19,164,1,0,0,0,8.6,8.6,57.9,103.8,46,185,4.0,1,3,3,2,12,2,2,37:03,12,4-8,19,1.0,14,246,125,121,2.0,6.49,9.5,-1.36,1.0,19,0,46,1,19,35,1,0,11,19,1,0,3,17,4,34,4,44
345,broncos,12,Sun,November 27,away,panthers,10,23,19,35,125,1,0,3,17,4.1,3.3,54.3,71.7,19,121,6.4,0,1,2,4,14,0,1,22:57,12,3-8,14,2.0,19,349,164,185,1.0,-9.5,-6.49,1.36,-1.0,46,1,19,0,11,19,1,0,19,35,1,0,0,0,4,44,4,34
346,jets,12,Sun,November 27,home,bears,31,10,22,29,308,3,0,1,7,10.9,10.3,75.9,144.0,32,158,4.9,1,1,2,7,12,0,1,32:05,12,7-4,22,,14,292,165,127,1.0,20.96,3.97,-3.63,7.0,29,0,32,1,14,25,1,1,22,29,3,0,2,14,1,5,1,10
347,bears,12,Sun,November 27,away,jets,10,31,14,25,165,1,1,2,14,7.2,6.1,56.0,72.9,29,127,4.4,0,1,1,4,13,2,3,27:55,12,3-9,14,1.0,22,466,308,158,,-3.97,-20.96,3.63,-7.0,32,1,29,0,22,29,3,0,14,25,1,1,1,7,1,10,1,5
348,seahawks,12,Sun,November 27,home,raiders,34,40,27,37,307,2,1,3,21,8.9,7.7,73.0,104.2,23,65,2.8,2,2,2,3,9,0,0,28:05,12,6-5,22,2.0,27,576,293,283,2.0,6.66,-16.24,6.76,4.0,40,2,23,2,25,36,3,2,27,37,2,1,1,2,2,10,7,50
349,raiders,12,Sun,November 27,away,seahawks,40,34,25,36,293,3,2,1,2,8.2,7.9,69.4,98.5,40,283,7.1,2,2,3,8,14,1,2,37:35,12,4-7,27,2.0,22,372,307,65,2.0,16.24,-6.66,-6.76,-4.0,23,2,40,2,27,37,2,1,25,36,3,2,3,21,7,50,2,10
350,cardinals,12,Sun,November 27,home,chargers,24,25,18,29,185,2,1,1,6,6.6,6.2,62.1,89.0,34,181,5.3,1,1,2,7,13,0,1,30:35,12,4-8,20,2.0,22,311,246,65,,7.69,-6.53,-1.25,2.5,13,0,34,1,35,47,3,0,18,29,2,1,4,28,3,19,4,30
351,chargers,12,Sun,November 27,away,cardinals,25,24,35,47,246,3,0,4,28,5.8,4.8,74.5,107.2,13,65,5.0,0,1,1,6,13,0,0,29:25,12,6-5,22,,20,366,185,181,2.0,6.53,-7.69,1.25,-2.5,34,1,13,0,18,29,2,1,35,47,3,0,1,6,4,30,3,19
352,chiefs,12,Sun,November 27,home,rams,26,10,27,42,320,1,1,0,0,7.6,7.6,64.3,85.4,30,117,3.9,1,4,4,5,11,0,0,32:26,12,9-2,29,2.0,13,198,82,116,2.0,13.96,9.01,-8.76,15.5,28,0,30,1,14,24,1,2,27,42,1,1,3,24,3,25,5,25
353,rams,12,Sun,November 27,away,chiefs,10,26,14,24,82,1,2,3,24,4.4,3.0,58.3,44.1,28,116,4.1,0,1,1,5,13,3,3,27:34,12,3-8,13,2.0,29,437,320,117,2.0,-9.01,-13.96,8.76,-15.5,30,1,28,0,27,42,1,1,14,24,1,2,0,0,5,25,3,25
354,49ers,12,Sun,November 27,home,saints,13,0,26,37,221,1,0,1,1,6.0,5.8,70.3,94.5,29,96,3.3,0,2,2,5,13,1,2,34:50,12,7-4,21,,14,260,197,63,2.0,2.05,8.15,2.22,9.0,22,0,29,0,18,30,0,0,26,37,1,0,1,7,7,64,6,46
355,saints,12,Sun,November 27,away,49ers,0,13,18,30,197,0,0,1,7,6.8,6.4,60.0,79.4,22,63,2.9,0,0,1,4,11,0,1,25:10,12,4-8,14,2.0,21,317,221,96,,-8.15,-2.05,-2.22,-9.0,29,0,22,0,26,37,1,0,18,30,0,0,1,1,6,46,7,64
356,eagles,12,Sun,November 27,home,packers,40,33,16,28,137,2,0,2,16,5.5,4.6,57.1,93.9,49,363,7.4,3,2,2,8,15,2,3,35:34,12,10-1,29,1.0,19,342,236,106,2.0,20.82,-11.56,0.51,6.5,21,1,49,3,17,25,3,2,16,28,2,0,3,17,3,25,4,35
357,packers,12,Sun,November 27,away,eagles,33,40,17,25,236,3,2,3,17,10.1,8.4,68.0,104.3,21,106,5.0,1,2,2,1,7,1,1,24:26,12,4-8,19,2.0,29,500,137,363,1.0,11.56,-20.82,-0.51,-6.5,49,3,21,1,16,28,2,0,17,25,3,2,2,16,4,35,3,25
358,colts,12,Mon,November 28,home,steelers,17,24,22,34,180,1,1,3,19,5.9,4.9,64.7,75.6,25,110,4.4,1,1,2,3,12,2,3,25:38,12,4-7-1,19,2.0,22,323,151,172,,-3.22,-7.95,7.37,2.5,36,2,25,1,20,28,0,0,22,34,1,1,3,23,2,20,3,19
359,steelers,12,Mon,November 28,away,colts,24,17,20,28,151,0,0,3,23,6.2,4.9,71.4,84.1,36,172,4.8,2,3,3,7,14,0,0,34:22,12,4-7,22,,19,290,180,110,2.0,7.95,3.22,-7.37,-2.5,25,1,36,2,22,34,1,1,20,28,0,0,3,19,3,19,2,20
360,patriots,13,Thu,December 1,home,bills,10,24,22,36,182,1,0,1,13,5.4,4.9,61.1,83.3,14,60,4.3,0,1,2,3,12,1,1,21:52,13,6-6,14,,22,355,223,132,1.0,-1.41,-9.5,-3.26,3.5,37,1,14,0,22,33,2,0,22,36,1,0,2,0,6,62,6,47
361,bills,13,Thu,December 1,away,patriots,24,10,22,33,223,2,0,2,0,6.8,6.4,66.7,106.0,37,132,3.6,1,1,1,9,15,0,0,38:08,13,9-3,22,1.0,14,242,182,60,,9.5,1.41,3.26,-3.5,14,0,37,1,22,36,1,0,22,33,2,0,1,13,6,47,6,62
362,texans,13,Sun,December 4,home,browns,14,27,20,39,201,1,2,0,0,5.2,5.2,51.3,53.5,22,82,3.7,0,2,2,1,12,1,2,27:44,13,1-10-1,16,4.0,14,304,130,174,2.0,-23.84,13.96,-5.52,8.0,38,0,22,0,12,22,0,1,20,39,1,2,1,1,5,31,6,56
363,browns,13,Sun,December 4,away,texans,27,14,12,22,130,0,1,1,1,6.0,5.7,54.5,53.2,38,174,4.6,0,2,2,4,13,0,0,32:16,13,5-7,14,2.0,16,283,201,82,4.0,-13.96,23.84,5.52,-8.0,22,0,38,0,20,39,1,2,12,22,0,1,0,0,6,56,5,31
364,ravens,13,Sun,December 4,home,broncos,10,9,30,37,182,0,2,4,16,5.4,4.4,81.1,64.6,28,103,3.7,1,1,1,3,13,3,3,32:29,13,8-4,20,2.0,12,272,184,88,,-2.33,4.43,-1.45,9.5,28,0,28,1,17,22,0,0,30,37,0,2,2,5,3,15,4,48
365,broncos,13,Sun,December 4,away,ravens,9,10,17,22,184,0,0,2,5,8.6,7.7,77.3,101.3,28,88,3.1,0,3,4,2,12,0,0,27:31,13,3-9,12,,20,285,182,103,2.0,-4.43,2.33,1.45,-9.5,28,1,28,0,30,37,0,2,17,22,0,0,4,16,4,48,3,15
366,lions,13,Sun,December 4,home,jaguars,40,14,31,41,337,2,0,2,3,8.3,7.8,75.6,115.6,31,100,3.2,2,4,4,8,12,0,0,36:50,13,5-7,31,,14,266,171,95,1.0,25.2,3.84,0.8,1.0,19,0,31,2,19,34,1,0,31,41,2,0,2,14,1,10,5,24
367,jaguars,13,Sun,December 4,away,lions,14,40,19,34,171,1,0,2,14,5.4,4.8,55.9,79.4,19,95,5.0,0,2,2,3,12,3,4,23:10,13,4-8,14,1.0,31,437,337,100,,-3.84,-25.2,-0.8,-1.0,31,2,19,0,31,41,2,0,19,34,1,0,2,3,5,24,1,10
368,vikings,13,Sun,December 4,home,jets,27,22,21,35,159,1,0,2,14,4.9,4.3,60.0,80.5,29,128,4.4,2,2,2,9,18,1,1,28:22,13,10-2,21,,23,486,366,120,2.0,5.08,-1.01,0.01,3.0,24,1,29,2,31,58,0,2,21,35,1,0,1,3,3,44,6,40
369,jets,13,Sun,December 4,away,vikings,22,27,31,58,366,0,2,1,3,6.4,6.2,53.4,58.5,24,120,5.0,1,5,5,3,16,2,5,31:38,13,7-5,23,2.0,21,287,159,128,,1.01,-5.08,-0.01,-3.0,29,2,24,1,21,35,1,0,31,58,0,2,2,14,6,40,3,44
370,giants,13,Sun,December 4,home,commanders,20,20,25,31,182,1,0,4,18,6.5,5.2,80.6,101.9,30,134,4.5,1,2,3,4,13,0,0,28:49,13,7-4-1,20,1.0,25,411,246,165,1.0,-2.71,-2.87,5.65,2.0,36,0,30,1,27,41,2,0,25,31,1,0,5,29,4,34,7,55
371,commanders,13,Sun,December 4,away,giants,20,20,27,41,246,2,0,5,29,6.7,5.3,65.9,98.2,36,165,4.6,0,2,3,3,14,1,1,41:11,13,7-5-1,25,1.0,20,316,182,134,1.0,2.87,2.71,-5.65,-2.0,30,1,36,0,25,31,1,0,27,41,2,0,4,18,7,55,4,34
372,eagles,13,Sun,December 4,home,titans,35,10,30,41,386,3,0,2,5,9.5,9.0,73.2,126.7,24,67,2.8,2,0,0,3,11,3,3,32:33,13,11-1,26,,11,209,122,87,,25.58,8.95,-6.75,4.0,21,0,24,2,16,26,1,0,30,41,3,0,6,35,12,80,7,82
373,titans,13,Sun,December 4,away,eagles,10,35,16,26,122,1,0,6,35,6.0,3.8,61.5,85.7,21,87,4.1,0,1,1,4,14,1,2,27:27,13,7-5,11,,26,453,386,67,,-8.95,-25.58,6.75,-4.0,24,2,21,0,30,41,3,0,16,26,1,0,2,5,7,82,12,80
374,falcons,13,Sun,December 4,home,steelers,16,19,13,24,160,1,1,1,7,7.0,6.4,54.2,71.5,28,146,5.2,0,3,3,3,10,1,1,27:05,13,5-8,18,1.0,22,351,197,154,,0.33,-9.6,1.33,1.0,37,0,28,0,16,28,1,0,13,24,1,1,0,0,6,48,7,30
375,steelers,13,Sun,December 4,away,falcons,19,16,16,28,197,1,0,0,0,7.0,7.0,57.1,90.9,37,154,4.2,0,4,4,6,12,0,0,32:55,13,5-7,22,,18,306,160,146,1.0,9.6,-0.33,-1.33,-1.0,28,0,37,0,13,24,1,1,16,28,1,0,1,7,7,30,6,48
376,bears,13,Sun,December 4,home,packers,19,28,20,25,254,0,2,0,0,10.2,10.2,80.0,75.7,25,155,6.2,2,2,3,6,11,0,0,27:32,13,3-10,15,3.0,21,357,182,175,,7.73,-13.69,0.33,4.5,32,2,25,2,18,31,1,0,20,25,0,2,0,0,5,63,2,20
377,packers,13,Sun,December 4,away,bears,28,19,18,31,182,1,0,0,0,5.9,5.9,58.1,85.7,32,175,5.5,2,2,2,6,13,1,2,32:28,13,5-8,21,,15,409,254,155,3.0,13.69,-7.73,-0.33,-4.5,25,2,32,2,20,25,0,2,18,31,1,0,0,0,2,20,5,63
378,49ers,13,Sun,December 4,home,dolphins,33,17,27,41,230,2,1,4,36,6.5,5.1,65.9,86.4,34,121,3.6,0,4,4,8,19,1,2,40:34,13,8-4,24,1.0,14,308,275,33,4.0,1.78,13.36,1.0,4.5,8,0,34,0,18,34,2,3,27,41,2,1,3,20,4,45,8,68
379,dolphins,13,Sun,December 4,away,49ers,17,33,18,34,275,2,3,3,20,8.7,7.4,52.9,62.7,8,33,4.1,0,1,1,0,7,1,2,19:26,13,8-4,14,4.0,24,351,230,121,1.0,-13.36,-1.78,-1.0,-4.5,34,0,8,0,27,41,2,1,18,34,2,3,4,36,8,68,4,45
380,rams,13,Sun,December 4,home,seahawks,23,27,14,26,148,0,2,4,30,6.8,4.9,53.8,38.6,33,171,5.2,2,3,3,4,12,1,2,29:07,13,3-9,20,2.0,25,438,348,90,2.0,4.46,-12.57,3.11,7.0,22,0,33,2,28,39,3,1,14,26,0,2,4,19,4,39,6,42
381,seahawks,13,Sun,December 4,away,rams,27,23,28,39,348,3,1,4,19,9.4,8.1,71.8,114.0,22,90,4.1,0,2,2,5,10,0,0,30:53,13,7-5,25,2.0,20,319,148,171,2.0,12.57,-4.46,-3.11,-7.0,33,2,22,0,14,26,0,2,28,39,3,1,4,30,6,42,4,39
382,bengals,13,Sun,December 4,home,chiefs,27,24,25,31,279,2,0,1,7,9.2,8.7,80.6,125.7,34,152,4.5,1,2,2,7,11,0,1,32:06,13,8-4,26,,20,349,211,138,1.0,19.79,-16.21,1.75,2.5,25,2,34,1,16,27,1,0,25,31,2,0,2,12,6,65,4,35
383,chiefs,13,Sun,December 4,away,bengals,24,27,16,27,211,1,0,2,12,8.3,7.3,59.3,96.4,25,138,5.5,2,1,2,6,11,2,2,27:54,13,9-3,20,1.0,26,431,279,152,,16.21,-19.79,-1.75,-2.5,34,1,25,2,25,31,2,0,16,27,1,0,1,7,4,35,6,65
384,raiders,13,Sun,December 4,home,chargers,27,20,16,30,250,2,1,0,0,8.3,8.3,53.3,89.6,29,154,5.3,1,2,3,3,10,0,0,29:16,13,5-7,21,2.0,22,386,314,72,1.0,5.34,-0.15,-1.56,2.5,22,0,29,1,28,47,1,0,16,30,2,1,5,21,3,15,4,20
385,chargers,13,Sun,December 4,away,raiders,20,27,28,47,314,1,0,5,21,7.1,6.0,59.6,86.7,22,72,3.3,0,2,3,5,16,3,5,30:44,13,6-6,22,1.0,21,404,250,154,2.0,0.15,-5.34,1.56,-2.5,29,1,22,0,16,30,2,1,28,47,1,0,0,0,4,20,3,15
386,cowboys,13,Sun,December 4,home,colts,54,19,20,30,165,3,1,1,5,5.7,5.3,66.7,100.0,34,220,6.5,4,0,0,7,13,1,1,28:41,13,9-3,23,1.0,18,309,203,106,5.0,22.27,16.86,-4.5,10.5,30,0,34,4,21,37,2,3,20,30,3,1,3,30,3,43,6,88
387,colts,13,Sun,December 4,away,cowboys,19,54,21,37,203,2,3,3,30,6.3,5.1,56.8,56.5,30,106,3.5,0,2,2,4,13,3,3,31:19,13,4-8-1,18,5.0,23,385,165,220,1.0,-16.86,-22.27,4.5,-10.5,34,4,30,0,20,30,3,1,21,37,2,3,1,5,6,88,3,43
388,buccaneers,13,Mon,December 5,home,saints,17,16,36,54,274,2,1,1,7,5.2,5.0,66.7,83.4,20,76,3.8,0,1,1,8,15,0,0,30:05,13,6-6,25,2.0,14,298,232,66,,2.62,0.04,-2.46,3.0,25,0,20,0,21,29,1,0,36,54,2,1,2,18,4,39,6,84
389,saints,13,Mon,December 5,away,buccaneers,16,17,21,29,232,1,0,2,18,8.6,7.5,72.4,107.3,25,66,2.6,0,3,3,5,14,0,0,29:55,13,4-9,14,,25,350,274,76,2.0,-0.04,-2.62,2.46,-3.0,20,0,25,0,36,54,2,1,21,29,1,0,1,7,6,84,4,39
390,bills,14,Sun,December 11,home,jets,20,12,16,27,130,1,0,3,17,5.4,4.3,59.3,83.9,24,102,4.3,1,2,2,2,13,0,0,25:35,14,10-3,14,,19,309,233,76,2.0,-5.17,12.35,3.77,10.0,22,1,24,1,28,47,0,0,16,27,1,0,4,36,5,35,7,61
391,jets,14,Sun,December 11,away,bills,12,20,28,47,233,0,0,4,36,5.7,4.6,59.6,72.4,22,76,3.5,1,1,1,8,17,0,1,34:25,14,7-6,19,2.0,14,232,130,102,,-12.35,5.17,-3.77,-10.0,24,1,22,1,16,27,1,0,28,47,0,0,3,17,7,61,5,35
392,bengals,14,Sun,December 11,home,browns,23,10,18,33,227,2,1,2,12,7.2,6.5,54.5,83.8,26,136,5.2,1,1,1,6,15,0,0,28:08,14,9-4,23,1.0,18,344,273,71,1.0,7.01,8.32,-3.29,5.5,25,0,26,1,26,43,1,1,18,33,2,1,2,3,4,36,9,98
393,browns,14,Sun,December 11,away,bengals,10,23,26,43,273,1,1,2,3,6.4,6.1,60.5,77.0,25,71,2.8,0,1,1,4,15,3,6,31:52,14,5-8,18,1.0,23,363,227,136,1.0,-8.32,-7.01,3.29,-5.5,26,1,25,0,18,33,2,1,26,43,1,1,2,12,9,98,4,36
394,cowboys,14,Sun,December 11,home,texans,27,23,24,39,277,1,2,1,7,7.3,6.9,61.5,70.1,31,127,4.1,2,2,2,8,15,1,2,26:46,14,10-3,21,3.0,16,327,213,114,2.0,1.61,8.28,-6.35,17.0,37,1,31,2,20,27,1,1,24,39,1,2,0,0,3,10,4,25
395,texans,14,Sun,December 11,away,cowboys,23,27,20,27,213,1,1,0,0,7.9,7.9,74.1,93.6,37,114,3.1,1,3,3,7,15,0,2,33:14,14,1-11-1,16,2.0,21,404,277,127,3.0,-8.28,-1.61,6.35,-17.0,31,2,37,1,24,39,1,2,20,27,1,1,1,7,4,25,3,10
396,lions,14,Sun,December 11,home,vikings,34,23,27,39,330,3,0,0,0,8.5,8.5,69.2,120.7,30,134,4.5,1,2,3,7,15,1,2,31:54,14,6-7,23,,23,416,394,22,2.0,19.88,-7.96,-0.55,2.0,17,1,30,1,31,41,2,0,27,39,3,0,4,31,7,51,3,25
397,vikings,14,Sun,December 11,away,lions,23,34,31,41,394,2,0,4,31,10.4,8.8,75.6,121.4,17,22,1.3,1,1,1,4,10,1,2,28:06,14,10-3,23,2.0,23,464,330,134,,7.96,-19.88,0.55,-2.0,30,1,17,1,27,39,3,0,31,41,2,0,0,0,3,25,7,51
398,titans,14,Sun,December 11,home,jaguars,22,36,25,38,227,2,1,4,27,6.7,5.4,65.8,88.4,20,137,6.9,1,0,0,5,10,0,1,27:08,14,7-6,22,4.0,22,428,368,60,,-3.01,-13.06,3.47,3.5,25,1,20,1,30,42,3,0,25,38,2,1,0,0,5,50,9,70
399,jaguars,14,Sun,December 11,away,titans,36,22,30,42,368,3,0,0,0,8.8,8.8,71.4,121.9,25,60,2.4,1,3,3,6,13,0,1,32:52,14,5-8,22,,22,364,227,137,4.0,13.06,3.01,-3.47,-3.5,20,1,25,1,25,38,2,1,30,42,3,0,4,27,9,70,5,50
400,giants,14,Sun,December 11,home,eagles,22,48,23,32,181,2,0,7,35,6.8,4.6,71.9,106.4,24,123,5.1,1,0,0,4,13,2,4,27:30,14,7-5-1,18,1.0,27,437,184,253,,-1.45,-28.9,1.98,7.0,31,4,24,1,21,31,2,0,23,32,2,0,4,33,5,34,2,9
401,eagles,14,Sun,December 11,away,giants,48,22,21,31,184,2,0,4,33,7.0,5.3,67.7,104.8,31,253,8.2,4,2,2,6,11,1,1,32:30,14,12-1,27,,18,304,181,123,1.0,28.9,1.45,-1.98,-7.0,24,1,31,4,23,32,2,0,21,31,2,0,7,35,2,9,5,34
402,steelers,14,Sun,December 11,home,ravens,14,16,22,31,264,1,3,2,12,8.9,8.0,71.0,67.9,20,65,3.3,1,0,1,4,8,0,0,27:01,14,5-8,23,3.0,18,309,94,215,,7.51,-1.06,-6.16,1.5,42,1,20,1,11,17,0,0,22,31,1,3,2,10,2,15,5,46
403,ravens,14,Sun,December 11,away,steelers,16,14,11,17,94,0,0,2,10,6.1,4.9,64.7,79.0,42,215,5.1,1,3,3,4,13,1,2,32:59,14,9-4,18,,23,329,264,65,3.0,1.06,-7.51,6.16,-1.5,20,1,42,1,22,31,1,3,11,17,0,0,2,12,5,46,2,15
404,broncos,14,Sun,December 11,home,chiefs,28,34,27,44,214,4,2,6,49,6.0,4.3,61.4,84.8,19,106,5.6,0,0,0,6,17,1,2,29:47,14,3-10,17,2.0,20,431,342,89,3.0,-0.63,-7.21,0.09,8.5,23,0,19,0,28,42,3,3,27,44,4,2,2,10,6,38,4,70
405,chiefs,14,Sun,December 11,away,broncos,34,28,28,42,342,3,3,2,10,8.4,7.8,66.7,85.6,23,89,3.9,0,2,2,6,12,0,0,30:13,14,10-3,20,3.0,17,320,214,106,2.0,7.21,0.63,-0.09,-8.5,19,0,23,0,27,44,4,2,28,42,3,3,6,49,4,70,6,38
406,seahawks,14,Sun,December 11,home,panthers,24,30,21,36,241,3,2,3,23,7.3,6.2,58.3,83.2,14,46,3.3,0,1,1,6,13,1,1,20:44,14,7-6,16,2.0,24,328,105,223,,1.49,-9.49,-0.23,4.0,46,2,14,0,14,24,1,0,21,36,3,2,2,15,3,35,6,29
407,panthers,14,Sun,December 11,away,seahawks,30,24,14,24,105,1,0,2,15,5.0,4.0,58.3,82.8,46,223,4.8,2,3,3,6,13,1,2,39:16,14,5-8,24,,16,287,241,46,2.0,9.49,-1.49,0.23,-4.0,14,0,46,2,21,36,3,2,14,24,1,0,3,23,6,29,3,35
408,49ers,14,Sun,December 11,home,buccaneers,35,7,17,23,195,2,0,0,0,8.5,8.5,73.9,128.0,36,209,5.8,3,0,0,4,9,1,2,32:40,14,9-4,24,1.0,18,322,253,69,3.0,18.39,13.41,-0.43,3.5,19,0,36,3,34,55,1,2,17,23,2,0,0,0,2,15,8,62
409,buccaneers,14,Sun,December 11,away,49ers,7,35,34,55,253,1,2,0,0,4.6,4.6,61.8,63.7,19,69,3.6,0,0,1,4,16,4,7,27:20,14,6-7,18,3.0,24,404,195,209,1.0,-13.41,-18.39,0.43,-3.5,36,3,19,0,17,23,2,0,34,55,1,2,0,0,8,62,2,15
410,chargers,14,Sun,December 11,home,dolphins,23,17,39,51,350,1,0,4,17,7.2,6.4,76.5,100.9,23,82,3.6,1,3,3,9,18,1,2,39:38,14,7-6,24,,14,219,127,92,,9.39,-1.14,-1.98,3.0,19,0,23,1,10,28,1,0,39,51,1,0,2,18,6,40,6,50
411,dolphins,14,Sun,December 11,away,chargers,17,23,10,28,127,1,0,2,18,5.2,4.2,35.7,62.6,19,92,4.8,0,1,1,3,11,0,0,20:22,14,8-5,14,,24,432,350,82,,1.14,-9.39,1.98,-3.0,23,1,19,0,39,51,1,0,10,28,1,0,4,17,6,50,6,40
412,cardinals,14,Mon,December 12,home,patriots,13,27,28,41,210,0,1,6,45,6.2,4.5,68.3,70.2,22,113,5.1,1,2,3,4,14,1,5,33:31,14,4-9,19,2.0,18,328,225,103,1.0,-17.43,0.47,0.9,1.5,21,2,22,1,24,35,0,1,28,41,0,1,1,10,8,48,8,80
413,patriots,14,Mon,December 12,away,cardinals,27,13,24,35,225,0,1,1,10,6.7,6.3,68.6,74.1,21,103,4.9,2,2,2,3,11,0,0,26:29,14,7-6,18,1.0,19,323,210,113,2.0,-0.47,17.43,-0.9,-1.5,22,1,21,2,28,41,0,1,24,35,0,1,6,45,8,80,8,48
414,rams,14,Thu,December 8,home,raiders,17,16,22,35,211,1,0,4,19,6.6,5.4,62.9,89.1,22,71,3.2,1,1,2,4,12,1,1,29:39,14,4-9,20,1.0,17,302,137,165,2.0,5.59,-0.55,-4.09,6.0,38,1,22,1,11,20,0,2,22,35,1,0,0,0,7,60,7,94
415,raiders,14,Thu,December 8,away,rams,16,17,11,20,137,0,2,0,0,6.9,6.9,55.0,36.9,38,165,4.3,1,3,3,5,13,1,1,30:21,14,5-8,17,2.0,20,282,211,71,1.0,0.55,-5.59,4.09,-6.0,22,1,38,1,22,35,1,0,11,20,0,2,4,19,7,94,7,60
